Name,NameWithOwner,Url,UpdateAt,Num_of_Releases
CarND-BehavioralCloning-P3,alex-lechner/CarND-BehavioralCloning-P3,https://github.com/alex-lechner/CarND-BehavioralCloning-P3,2018-12-21T11:28:23Z,0
CarND-Behavioral-Cloning,bydavy/CarND-Behavioral-Cloning,https://github.com/bydavy/CarND-Behavioral-Cloning,2017-02-27T18:29:19Z,0
Behavioral-Cloning-P3,YaoQii/Behavioral-Cloning-P3,https://github.com/YaoQii/Behavioral-Cloning-P3,2019-02-28T00:37:09Z,0
Self-Driving-Car-in-GTAV,ziyaddhuka/Self-Driving-Car-in-GTAV,https://github.com/ziyaddhuka/Self-Driving-Car-in-GTAV,2020-07-07T08:51:40Z,0
CarND-LaneLines-P1,Mornor/CarND-LaneLines-P1,https://github.com/Mornor/CarND-LaneLines-P1,2017-02-21T15:52:46Z,0
self-driving-car,davidp-ro/self-driving-car,https://github.com/davidp-ro/self-driving-car,2021-04-09T15:01:51Z,0
Use-Deep-Learning-to-Clone-Driving-Behavior,CesarTrevisan/Use-Deep-Learning-to-Clone-Driving-Behavior,https://github.com/CesarTrevisan/Use-Deep-Learning-to-Clone-Driving-Behavior,2019-03-20T19:31:49Z,0
sdcnd-p1-lane-detection,frgfm/sdcnd-p1-lane-detection,https://github.com/frgfm/sdcnd-p1-lane-detection,2020-01-21T00:21:31Z,0
SDC_in_simulator,vstark21/SDC_in_simulator,https://github.com/vstark21/SDC_in_simulator,2021-09-08T04:46:20Z,0
dqn-self-driving-car,diliplilaramani/dqn-self-driving-car,https://github.com/diliplilaramani/dqn-self-driving-car,2019-10-20T07:24:56Z,0
self-driving-2D-NEAT,AAnirudh07/self-driving-2D-NEAT,https://github.com/AAnirudh07/self-driving-2D-NEAT,2022-05-23T00:36:42Z,0
behavioral-cloning,jimwinquist/behavioral-cloning,https://github.com/jimwinquist/behavioral-cloning,2017-02-01T02:14:26Z,0
Self-Driving-Car,somjit101/Self-Driving-Car,https://github.com/somjit101/Self-Driving-Car,2021-11-23T05:25:45Z,0
CarND-Behavioral-Cloning-P3,simonbogh/CarND-Behavioral-Cloning-P3,https://github.com/simonbogh/CarND-Behavioral-Cloning-P3,2020-04-18T12:52:49Z,0
CarND-Behavioral-Cloning-P3,mibrahimali/CarND-Behavioral-Cloning-P3,https://github.com/mibrahimali/CarND-Behavioral-Cloning-P3,2017-04-05T14:32:51Z,0
udacity-p4-behavioral-cloning,kkhitsko/udacity-p4-behavioral-cloning,https://github.com/kkhitsko/udacity-p4-behavioral-cloning,2018-11-15T09:48:26Z,0
autonomous-vehicle,Logahn/autonomous-vehicle,https://github.com/Logahn/autonomous-vehicle,2022-08-29T23:58:35Z,0
behavioral-cloning,liamondrop/behavioral-cloning,https://github.com/liamondrop/behavioral-cloning,2017-04-18T19:15:48Z,0
Intro-to-CarND-Udacity,KonstantinosBarmpas/Intro-to-CarND-Udacity,https://github.com/KonstantinosBarmpas/Intro-to-CarND-Udacity,2020-11-22T15:29:43Z,0
Lane-Detection,kkumar30/Lane-Detection,https://github.com/kkumar30/Lane-Detection,2017-06-23T07:09:50Z,0
Behavioral-Cloning,wlsmith42/Behavioral-Cloning,https://github.com/wlsmith42/Behavioral-Cloning,2019-03-12T17:10:00Z,0
Intelligent-Safety-Driving-Vehicle,Nikhil-Wani/Intelligent-Safety-Driving-Vehicle,https://github.com/Nikhil-Wani/Intelligent-Safety-Driving-Vehicle,2021-12-23T11:27:01Z,0
behavioral-cloning,zmandyhe/behavioral-cloning,https://github.com/zmandyhe/behavioral-cloning,2019-01-23T20:11:43Z,0
SelfDrivingCar,amaankhan02/SelfDrivingCar,https://github.com/amaankhan02/SelfDrivingCar,2022-07-24T14:08:05Z,0
Behavioral-Cloning,hashtag32/Behavioral-Cloning,https://github.com/hashtag32/Behavioral-Cloning,2018-06-17T17:49:48Z,0
autonomous-cars-deep-learning-behavioural-cloning,kbaafi/autonomous-cars-deep-learning-behavioural-cloning,https://github.com/kbaafi/autonomous-cars-deep-learning-behavioural-cloning,2019-07-23T12:42:32Z,0
CarND-Behavioral-Cloning,pabaq/CarND-Behavioral-Cloning,https://github.com/pabaq/CarND-Behavioral-Cloning,2022-04-30T01:09:25Z,0
self-driving-car,nyirobalazs/self-driving-car,https://github.com/nyirobalazs/self-driving-car,2022-10-19T22:49:11Z,0
Self-Driving-RC-car,AntonioCervantes/Self-Driving-RC-car,https://github.com/AntonioCervantes/Self-Driving-RC-car,2022-11-13T20:11:53Z,0
CarND-Behavioral-Cloning-P3,AndyKnight09/CarND-Behavioral-Cloning-P3,https://github.com/AndyKnight09/CarND-Behavioral-Cloning-P3,2017-08-09T11:07:43Z,0
Self-Driving-car-with-raspberry-pi,NerminSMaddouri/Self-Driving-car-with-raspberry-pi,https://github.com/NerminSMaddouri/Self-Driving-car-with-raspberry-pi,2022-12-28T15:12:19Z,0
Self-Driving-Car-IoT-Project,tirth-2001/Self-Driving-Car-IoT-Project,https://github.com/tirth-2001/Self-Driving-Car-IoT-Project,2021-05-18T08:46:35Z,0
Behavioral-Cloning,uranus4ever/Behavioral-Cloning,https://github.com/uranus4ever/Behavioral-Cloning,2017-10-16T09:19:20Z,0
Self-Driving-Car-Behavioral-Cloning,kharikri/Self-Driving-Car-Behavioral-Cloning,https://github.com/kharikri/Self-Driving-Car-Behavioral-Cloning,2017-05-06T04:58:55Z,0
Self-driving-smart-car-Autopilot,mrkatouei/Self-driving-smart-car-Autopilot,https://github.com/mrkatouei/Self-driving-smart-car-Autopilot,2020-10-30T14:42:46Z,0
CarND_BehavClone,girishpai/CarND_BehavClone,https://github.com/girishpai/CarND_BehavClone,2017-03-21T23:55:45Z,0
CarND-Advanced-Lane-Lines-Detection,guasek/CarND-Advanced-Lane-Lines-Detection,https://github.com/guasek/CarND-Advanced-Lane-Lines-Detection,2017-04-13T20:12:36Z,0
CarND-Behavioral-Cloning-P3,stevedomin/CarND-Behavioral-Cloning-P3,https://github.com/stevedomin/CarND-Behavioral-Cloning-P3,2017-09-13T05:47:47Z,0
CarND-Advanced-Lane-Lines,Mornor/CarND-Advanced-Lane-Lines,https://github.com/Mornor/CarND-Advanced-Lane-Lines,2017-02-21T15:52:29Z,0
Udacity-CarND-Advanced-Lane-Finding,hlfshell/Udacity-CarND-Advanced-Lane-Finding,https://github.com/hlfshell/Udacity-CarND-Advanced-Lane-Finding,2018-01-10T19:44:29Z,0
Networking-Physical-World,eportet/Networking-Physical-World,https://github.com/eportet/Networking-Physical-World,2023-01-28T19:39:02Z,0
CarND-Semantic-Segmentation,DPontes/CarND-Semantic-Segmentation,https://github.com/DPontes/CarND-Semantic-Segmentation,2019-11-05T11:13:46Z,0
CarND-Semantic-Segmentation,mkoehnke/CarND-Semantic-Segmentation,https://github.com/mkoehnke/CarND-Semantic-Segmentation,2017-12-27T12:26:24Z,0
self-driving-car-course,n-meunier/self-driving-car-course,https://github.com/n-meunier/self-driving-car-course,2020-05-13T12:03:36Z,0
Lane_Detection-Turn_Prediction,llDev-Rootll/Lane_Detection-Turn_Prediction,https://github.com/llDev-Rootll/Lane_Detection-Turn_Prediction,2022-01-21T04:50:27Z,0
CarND-Alexnet-Feature-Extraction,kinshuk4/CarND-Alexnet-Feature-Extraction,https://github.com/kinshuk4/CarND-Alexnet-Feature-Extraction,2018-02-26T05:09:03Z,0
CarND-VehicleDetection-P5,alex-lechner/CarND-VehicleDetection-P5,https://github.com/alex-lechner/CarND-VehicleDetection-P5,2018-09-13T21:54:58Z,0
advanced_line_detection,kashmawy/advanced_line_detection,https://github.com/kashmawy/advanced_line_detection,2017-10-05T05:27:00Z,0
Advanced-Lane-Finding,KhardanOne/Advanced-Lane-Finding,https://github.com/KhardanOne/Advanced-Lane-Finding,2020-11-16T09:53:30Z,0
Python_plays_GTA_5,sahilsngh/Python_plays_GTA_5,https://github.com/sahilsngh/Python_plays_GTA_5,2021-04-10T18:27:16Z,0
Four-wheeled-robot-localization-with-Kalman-Filter,GogiPuttar/Four-wheeled-robot-localization-with-Kalman-Filter,https://github.com/GogiPuttar/Four-wheeled-robot-localization-with-Kalman-Filter,2021-12-02T07:11:41Z,0
Hands-Free,directedbyshawn/Hands-Free,https://github.com/directedbyshawn/Hands-Free,2022-12-12T17:55:03Z,0
behavioral-cloning-sdc,jyork03/behavioral-cloning-sdc,https://github.com/jyork03/behavioral-cloning-sdc,2018-01-01T11:55:47Z,0
Semantic-Segmentation,sbatururimi/Semantic-Segmentation,https://github.com/sbatururimi/Semantic-Segmentation,2018-08-28T04:35:09Z,0
dreamduck,frankroeder/dreamduck,https://github.com/frankroeder/dreamduck,2021-09-08T05:34:26Z,0
Self-Driving-Car,amogh2004/Self-Driving-Car,https://github.com/amogh2004/Self-Driving-Car,2020-08-07T10:59:37Z,0
Self-Driving-Car-Behavioural-Cloning,Nocturna1Developer/Self-Driving-Car-Behavioural-Cloning,https://github.com/Nocturna1Developer/Self-Driving-Car-Behavioural-Cloning,2021-11-01T05:57:59Z,0
Self-Driving-Car-Simulation-using-Deep-Learning,rush00121/Self-Driving-Car-Simulation-using-Deep-Learning,https://github.com/rush00121/Self-Driving-Car-Simulation-using-Deep-Learning,2017-03-11T21:07:04Z,0
CarND-Behavioral-Cloning,ricardosllm/CarND-Behavioral-Cloning,https://github.com/ricardosllm/CarND-Behavioral-Cloning,2017-08-13T03:52:33Z,0
Udacity_SelfDriving_Car_Advanced_Lane_Finding,sorousharghavan/Udacity_SelfDriving_Car_Advanced_Lane_Finding,https://github.com/sorousharghavan/Udacity_SelfDriving_Car_Advanced_Lane_Finding,2017-05-09T03:07:17Z,0
CarND-Semantic-Segmentation,maaquib/CarND-Semantic-Segmentation,https://github.com/maaquib/CarND-Semantic-Segmentation,2018-03-17T18:05:32Z,0
CarND-Advanced-Lane-Finding,pabaq/CarND-Advanced-Lane-Finding,https://github.com/pabaq/CarND-Advanced-Lane-Finding,2022-04-27T23:16:29Z,0
NeuralEvolution-Self-Driving,berkealgul/NeuralEvolution-Self-Driving,https://github.com/berkealgul/NeuralEvolution-Self-Driving,2022-12-19T00:55:16Z,0
CarND-Advanced-Lane-Lines,bydavy/CarND-Advanced-Lane-Lines,https://github.com/bydavy/CarND-Advanced-Lane-Lines,2017-02-27T17:57:05Z,0
advanced_lane_finding,paghdv/advanced_lane_finding,https://github.com/paghdv/advanced_lane_finding,2017-05-17T03:08:48Z,0
SelfDrivingTaxiCab,girishpai/SelfDrivingTaxiCab,https://github.com/girishpai/SelfDrivingTaxiCab,2017-05-05T20:58:10Z,0
python-behavior-cloning-simulator,ColinShaw/python-behavior-cloning-simulator,https://github.com/ColinShaw/python-behavior-cloning-simulator,2017-02-27T01:44:21Z,0
lane_detection,sgrpanchal31/lane_detection,https://github.com/sgrpanchal31/lane_detection,2018-12-02T18:04:16Z,0
finding-lanes,x4v13r1120/finding-lanes,https://github.com/x4v13r1120/finding-lanes,2020-10-27T19:26:57Z,0
Autonomous-Vehicle-Steering-using-YOLO-4,Saketspradhan/Autonomous-Vehicle-Steering-using-YOLO-4,https://github.com/Saketspradhan/Autonomous-Vehicle-Steering-using-YOLO-4,2022-06-17T08:32:31Z,0
gta-car-ai,MrKubul/gta-car-ai,https://github.com/MrKubul/gta-car-ai,2022-07-17T14:08:54Z,0
self-driving-car-simulation-using-cnn,sufiyanirfan3/self-driving-car-simulation-using-cnn,https://github.com/sufiyanirfan3/self-driving-car-simulation-using-cnn,2022-07-24T13:58:00Z,0
CarND-Vehicle-Detection,bydavy/CarND-Vehicle-Detection,https://github.com/bydavy/CarND-Vehicle-Detection,2017-02-26T20:57:49Z,0
Behavioral-Cloning,Nazanin1369/Behavioral-Cloning,https://github.com/Nazanin1369/Behavioral-Cloning,2017-06-12T04:40:12Z,0
Behavioral-Cloning,nahidalam/Behavioral-Cloning,https://github.com/nahidalam/Behavioral-Cloning,2017-09-19T04:05:47Z,0
Robotics,oleksa-oleksa/Robotics,https://github.com/oleksa-oleksa/Robotics,2018-12-04T13:12:45Z,0
Advanced-Techniques-for-Lane-Finding,abwerby/Advanced-Techniques-for-Lane-Finding,https://github.com/abwerby/Advanced-Techniques-for-Lane-Finding,2020-05-08T15:53:46Z,0
Finding-Lane-Lines,KhardanOne/Finding-Lane-Lines,https://github.com/KhardanOne/Finding-Lane-Lines,2020-11-16T09:45:48Z,0
DQN-for-CaRL,vincentpalma/DQN-for-CaRL,https://github.com/vincentpalma/DQN-for-CaRL,2021-01-09T01:09:49Z,0
JetRat,sudharsan-007/JetRat,https://github.com/sudharsan-007/JetRat,2023-02-15T12:02:36Z,0
udacity-self-driving-car-term1-p4,sharecj/udacity-self-driving-car-term1-p4,https://github.com/sharecj/udacity-self-driving-car-term1-p4,2017-03-22T07:01:26Z,0
Brandon-CarND-Behavioral-Cloning-P3,BrandonHe/Brandon-CarND-Behavioral-Cloning-P3,https://github.com/BrandonHe/Brandon-CarND-Behavioral-Cloning-P3,2017-07-06T05:33:44Z,0
CarND-Behavoir-cloning,diegopaladini/CarND-Behavoir-cloning,https://github.com/diegopaladini/CarND-Behavoir-cloning,2017-02-07T21:03:22Z,0
autonomous-cars-vehicle-detection,kbaafi/autonomous-cars-vehicle-detection,https://github.com/kbaafi/autonomous-cars-vehicle-detection,2019-07-23T12:35:32Z,0
Self_Driving_Car,AngelSIslas/Self_Driving_Car,https://github.com/AngelSIslas/Self_Driving_Car,2018-04-25T02:09:38Z,0
lane_line_detection,mvish7/lane_line_detection,https://github.com/mvish7/lane_line_detection,2020-06-21T18:32:15Z,0
sdcnd-p2-advanced-lane-finding,frgfm/sdcnd-p2-advanced-lane-finding,https://github.com/frgfm/sdcnd-p2-advanced-lane-finding,2020-02-03T21:48:41Z,1
RLWithAutonomousDriving,jmscslgroup/RLWithAutonomousDriving,https://github.com/jmscslgroup/RLWithAutonomousDriving,2019-09-10T04:48:51Z,0
AIProjects,likitha4/AIProjects,https://github.com/likitha4/AIProjects,2021-02-20T05:20:22Z,0
GTA-V-LSTM,EduardR02/GTA-V-LSTM,https://github.com/EduardR02/GTA-V-LSTM,2021-10-01T01:06:20Z,0
vita_lane_control,jeramyluo/vita_lane_control,https://github.com/jeramyluo/vita_lane_control,2022-12-15T06:58:24Z,0
advanced-lane-finding,ser94mor/advanced-lane-finding,https://github.com/ser94mor/advanced-lane-finding,2019-05-22T18:23:41Z,0
CarND-Behavioral-Cloning,racersmith/CarND-Behavioral-Cloning,https://github.com/racersmith/CarND-Behavioral-Cloning,2017-02-15T14:01:24Z,0
Autonomous-Car-Camera-Segmentation,aakaashjois/Autonomous-Car-Camera-Segmentation,https://github.com/aakaashjois/Autonomous-Car-Camera-Segmentation,2019-06-22T21:19:21Z,6
selfdriving-car,CristianoSommer/selfdriving-car,https://github.com/CristianoSommer/selfdriving-car,2020-06-25T23:29:37Z,0
Self_Driving_in_Project_Cars,KlrShaK/Self_Driving_in_Project_Cars,https://github.com/KlrShaK/Self_Driving_in_Project_Cars,2021-12-29T16:17:35Z,0
Self-Driving-Car-Prototype,shivampaliya64/Self-Driving-Car-Prototype,https://github.com/shivampaliya64/Self-Driving-Car-Prototype,2021-05-09T13:37:29Z,0
VehicleEstimation,Fatiepie/VehicleEstimation,https://github.com/Fatiepie/VehicleEstimation,2020-10-16T08:44:20Z,0
CarND-Behavioral-Cloning-P3,vilion/CarND-Behavioral-Cloning-P3,https://github.com/vilion/CarND-Behavioral-Cloning-P3,2017-11-12T09:23:08Z,0
CarND-Vehicle-Detection-P5,dylantientcheu/CarND-Vehicle-Detection-P5,https://github.com/dylantientcheu/CarND-Vehicle-Detection-P5,2023-01-28T21:03:37Z,0
Udacity-CarND-Behavioral-Cloning-P3,duongquangduc/Udacity-CarND-Behavioral-Cloning-P3,https://github.com/duongquangduc/Udacity-CarND-Behavioral-Cloning-P3,2017-12-11T10:34:02Z,0
CarND-Behavioral-Cloning-P3-Delirevable,guetteman/CarND-Behavioral-Cloning-P3-Delirevable,https://github.com/guetteman/CarND-Behavioral-Cloning-P3-Delirevable,2018-05-14T00:34:21Z,0
CarND-SemanticSegmentation-P12,alex-lechner/CarND-SemanticSegmentation-P12,https://github.com/alex-lechner/CarND-SemanticSegmentation-P12,2018-09-13T21:35:44Z,0
self-driving-car-behavioral-cloning,navpreetmattu/self-driving-car-behavioral-cloning,https://github.com/navpreetmattu/self-driving-car-behavioral-cloning,2019-03-28T10:54:05Z,0
autonomous_car_sim_kickstarter_2020,SiddAjriY2Jaccount/autonomous_car_sim_kickstarter_2020,https://github.com/SiddAjriY2Jaccount/autonomous_car_sim_kickstarter_2020,2022-01-05T12:03:57Z,0
KDT-SOHA,smbyun0214/KDT-SOHA,https://github.com/smbyun0214/KDT-SOHA,2021-04-15T04:28:26Z,0
CARL-dataset,aatiibutt/CARL-dataset,https://github.com/aatiibutt/CARL-dataset,2022-09-28T12:21:24Z,0
SelfDrivingimulationProjectMain,anirudhrealdeal/SelfDrivingimulationProjectMain,https://github.com/anirudhrealdeal/SelfDrivingimulationProjectMain,2022-07-18T09:26:56Z,0
Basic-Lane-Detction,KAUSSHIK/Basic-Lane-Detction,https://github.com/KAUSSHIK/Basic-Lane-Detction,2022-10-24T01:56:39Z,0
Self-driving-car-using-Reinforcement-Learning-Neural-Networks_2.0,buenohernandez/Self-driving-car-using-Reinforcement-Learning-Neural-Networks_2.0,https://github.com/buenohernandez/Self-driving-car-using-Reinforcement-Learning-Neural-Networks_2.0,2021-01-09T14:38:28Z,0
curly-potato,monuelo/curly-potato,https://github.com/monuelo/curly-potato,2021-08-17T22:36:33Z,0
reinforcement-learning-mountain-car,cmadusankahw/reinforcement-learning-mountain-car,https://github.com/cmadusankahw/reinforcement-learning-mountain-car,2020-10-01T01:01:06Z,0
SDC-Advanced-Lane-Lines,lgkimjy/SDC-Advanced-Lane-Lines,https://github.com/lgkimjy/SDC-Advanced-Lane-Lines,2021-03-31T11:56:07Z,0
Robot_Dancer,HyberionBrew/Robot_Dancer,https://github.com/HyberionBrew/Robot_Dancer,2022-05-25T09:42:09Z,0
CarND-Term1-P3-Behavioral-Cloning,Ryosuke-Y/CarND-Term1-P3-Behavioral-Cloning,https://github.com/Ryosuke-Y/CarND-Term1-P3-Behavioral-Cloning,2017-04-22T07:39:32Z,0
FindingLaneLines,pantelis/FindingLaneLines,https://github.com/pantelis/FindingLaneLines,2017-02-24T21:33:11Z,0
udacity-self-driving-car-term1-p3,sharecj/udacity-self-driving-car-term1-p3,https://github.com/sharecj/udacity-self-driving-car-term1-p3,2017-03-22T06:54:47Z,0
pj_3,rogersacchelli/pj_3,https://github.com/rogersacchelli/pj_3,2017-01-17T02:37:53Z,0
Carnd-Behavioral-Cloning,andrewsommerlot/Carnd-Behavioral-Cloning,https://github.com/andrewsommerlot/Carnd-Behavioral-Cloning,2018-12-11T20:27:11Z,0
CarND-Behavioral-Cloning-P3,boxreb14/CarND-Behavioral-Cloning-P3,https://github.com/boxreb14/CarND-Behavioral-Cloning-P3,2019-03-11T12:50:07Z,0
autoGTA,Gooogr/autoGTA,https://github.com/Gooogr/autoGTA,2020-04-28T14:27:07Z,0
CarND-Behavioral_Cloning,MK2112/CarND-Behavioral_Cloning,https://github.com/MK2112/CarND-Behavioral_Cloning,2022-08-02T09:10:33Z,0
CarND-System-Integration,pabaq/CarND-System-Integration,https://github.com/pabaq/CarND-System-Integration,2022-09-19T22:10:58Z,0
CarND-Behavioral-Cloning,guasek/CarND-Behavioral-Cloning,https://github.com/guasek/CarND-Behavioral-Cloning,2017-04-13T20:40:43Z,0
CarND-Traffic-Sign-Classifier,diegopaladini/CarND-Traffic-Sign-Classifier,https://github.com/diegopaladini/CarND-Traffic-Sign-Classifier,2017-02-11T10:59:35Z,0
learning-lab,JulienGrv/learning-lab,https://github.com/JulienGrv/learning-lab,2022-04-11T21:13:30Z,0
Behavioral_Cloning,edorantesm007/Behavioral_Cloning,https://github.com/edorantesm007/Behavioral_Cloning,2017-05-08T18:11:11Z,0
CarND-Behavioural-Cloning,ArushiJindal/CarND-Behavioural-Cloning,https://github.com/ArushiJindal/CarND-Behavioural-Cloning,2017-09-13T12:07:49Z,0
RaspberryPi_SmartCar,Rickos99/RaspberryPi_SmartCar,https://github.com/Rickos99/RaspberryPi_SmartCar,2023-01-28T10:35:29Z,0
alf-ml,hadber/alf-ml,https://github.com/hadber/alf-ml,2022-01-21T23:22:25Z,0
CarND-Semantic-Segmentation,jane212/CarND-Semantic-Segmentation,https://github.com/jane212/CarND-Semantic-Segmentation,2018-04-20T14:59:03Z,0
Finding-Lane-Lines,LukasLeonardKoening/Finding-Lane-Lines,https://github.com/LukasLeonardKoening/Finding-Lane-Lines,2019-10-24T18:06:33Z,0
Autonomous-Car-Pi,RayanAziz/Autonomous-Car-Pi,https://github.com/RayanAziz/Autonomous-Car-Pi,2022-09-30T11:28:31Z,0
semantic-segmentation,sonalrpatel/semantic-segmentation,https://github.com/sonalrpatel/semantic-segmentation,2022-09-04T13:35:58Z,0
Lane-Finding,guru182001/Lane-Finding,https://github.com/guru182001/Lane-Finding,2022-04-03T06:25:49Z,0
Car-Behavioural-Cloning,WhySongtao/Car-Behavioural-Cloning,https://github.com/WhySongtao/Car-Behavioural-Cloning,2018-04-19T14:47:28Z,0
Autonomous-Vehicle-System,naveen21553/Autonomous-Vehicle-System,https://github.com/naveen21553/Autonomous-Vehicle-System,2020-10-07T15:17:41Z,0
Behavioral-Cloning-Udacity-P3,zokatr/Behavioral-Cloning-Udacity-P3,https://github.com/zokatr/Behavioral-Cloning-Udacity-P3,2020-12-22T13:29:19Z,0
MotionPlaningForSelfDrivingCars,lucasrsilva95/MotionPlaningForSelfDrivingCars,https://github.com/lucasrsilva95/MotionPlaningForSelfDrivingCars,2022-02-25T19:24:31Z,0
TErSLA,pha123661/TErSLA,https://github.com/pha123661/TErSLA,2023-02-15T09:37:00Z,0
udacity-simulator,AlexanderKoch-Koch/udacity-simulator,https://github.com/AlexanderKoch-Koch/udacity-simulator,2018-03-01T18:23:18Z,0
sdcar,wilfredgithuka/sdcar,https://github.com/wilfredgithuka/sdcar,2019-05-11T11:57:41Z,0
Behavioral-Cloning,gagolucasm/Behavioral-Cloning,https://github.com/gagolucasm/Behavioral-Cloning,2017-12-05T05:28:59Z,0
CarND-Behavioral-Cloning-P3,RobertoGEMartin/CarND-Behavioral-Cloning-P3,https://github.com/RobertoGEMartin/CarND-Behavioral-Cloning-P3,2018-12-02T13:25:54Z,0
intelligent-vehicles,sid-1698/intelligent-vehicles,https://github.com/sid-1698/intelligent-vehicles,2021-01-18T18:47:36Z,0
TurtleBot3-Autonomous-Driving,z5208980/TurtleBot3-Autonomous-Driving,https://github.com/z5208980/TurtleBot3-Autonomous-Driving,2021-12-21T06:28:47Z,0
minor-simulator,Vaannelies/minor-simulator,https://github.com/Vaannelies/minor-simulator,2022-02-01T14:33:05Z,0
Image_processing_projects,rish2911/Image_processing_projects,https://github.com/rish2911/Image_processing_projects,2022-04-05T18:01:17Z,0
CarND-Transfer-Learning-Lab,kinshuk4/CarND-Transfer-Learning-Lab,https://github.com/kinshuk4/CarND-Transfer-Learning-Lab,2018-02-26T05:08:49Z,0
Semantic-Segmentation,Nazanin1369/Semantic-Segmentation,https://github.com/Nazanin1369/Semantic-Segmentation,2018-01-11T09:07:11Z,0
CarND-BehavioralCloning,ashishraste/CarND-BehavioralCloning,https://github.com/ashishraste/CarND-BehavioralCloning,2018-06-29T15:48:39Z,0
Behavioral-Cloning,LukasLeonardKoening/Behavioral-Cloning,https://github.com/LukasLeonardKoening/Behavioral-Cloning,2019-12-13T18:50:51Z,0
SelfDrivingCarND-AdvancedLaneLines,ken-power/SelfDrivingCarND-AdvancedLaneLines,https://github.com/ken-power/SelfDrivingCarND-AdvancedLaneLines,2022-02-13T16:08:33Z,0
Self-Driving-with-Carla,dario-fumarola/Self-Driving-with-Carla,https://github.com/dario-fumarola/Self-Driving-with-Carla,2021-08-26T18:48:46Z,0
vehicle-location-tracking,pantelis/vehicle-location-tracking,https://github.com/pantelis/vehicle-location-tracking,2017-05-26T15:29:00Z,0
Torcs_car,jahin07/Torcs_car,https://github.com/jahin07/Torcs_car,2022-04-02T23:02:20Z,0
CarND-Behavioral-cloning,Mornor/CarND-Behavioral-cloning,https://github.com/Mornor/CarND-Behavioral-cloning,2017-02-21T15:51:55Z,0
CarND,RobinCPC/CarND,https://github.com/RobinCPC/CarND,2018-06-14T06:39:55Z,0
CarND-Behavioral-Cloning-P3,JorgeCeja/CarND-Behavioral-Cloning-P3,https://github.com/JorgeCeja/CarND-Behavioral-Cloning-P3,2017-05-28T06:57:40Z,0
CarND-Behavioral-Cloning-P3,claudiordgz/CarND-Behavioral-Cloning-P3,https://github.com/claudiordgz/CarND-Behavioral-Cloning-P3,2017-03-08T02:04:34Z,0
CarND-Behavioral-Cloning-P3,prasadshingne/CarND-Behavioral-Cloning-P3,https://github.com/prasadshingne/CarND-Behavioral-Cloning-P3,2021-02-28T23:20:22Z,0
CarND-Behavioural-Cloning-P3,thejerrytan/CarND-Behavioural-Cloning-P3,https://github.com/thejerrytan/CarND-Behavioural-Cloning-P3,2018-04-15T17:39:59Z,0
cs373,perrysou/cs373,https://github.com/perrysou/cs373,2018-04-03T08:47:00Z,0
vehicle-detection,abhileshborode/vehicle-detection,https://github.com/abhileshborode/vehicle-detection,2019-05-16T22:50:38Z,0
Lane-Detection-in-NFS-Underground-2,sairajk/Lane-Detection-in-NFS-Underground-2,https://github.com/sairajk/Lane-Detection-in-NFS-Underground-2,2019-08-06T18:07:41Z,0
SDCND-Advanced-Road-Lanes,marcomarasca/SDCND-Advanced-Road-Lanes,https://github.com/marcomarasca/SDCND-Advanced-Road-Lanes,2019-07-21T02:58:53Z,0
DQN-CARLA,AAnirudh07/DQN-CARLA,https://github.com/AAnirudh07/DQN-CARLA,2022-05-23T00:32:49Z,0
Behaviour-cloning,guru182001/Behaviour-cloning,https://github.com/guru182001/Behaviour-cloning,2022-04-02T06:12:04Z,0
Perception,rogersacchelli/Perception,https://github.com/rogersacchelli/Perception,2017-03-02T16:59:48Z,0
Behavioral-Cloning,jasleon/Behavioral-Cloning,https://github.com/jasleon/Behavioral-Cloning,2021-03-20T21:41:24Z,0
Behavioral_Cloning,ikerd/Behavioral_Cloning,https://github.com/ikerd/Behavioral_Cloning,2017-10-11T17:02:45Z,0
SDC-EndToEndLearning,BabakShah/SDC-EndToEndLearning,https://github.com/BabakShah/SDC-EndToEndLearning,2018-01-16T09:37:59Z,0
Defects4DL,MissMeriel/Defects4DL,https://github.com/MissMeriel/Defects4DL,2022-07-20T16:38:26Z,0
Fuzzy_Controlled_Rover,daniazzam/Fuzzy_Controlled_Rover,https://github.com/daniazzam/Fuzzy_Controlled_Rover,2022-06-01T10:40:12Z,0
Final-Project-on-Coursera-Self-Driving-Vehicle-Control,ZhijingHu-Rey/Final-Project-on-Coursera-Self-Driving-Vehicle-Control,https://github.com/ZhijingHu-Rey/Final-Project-on-Coursera-Self-Driving-Vehicle-Control,2022-11-23T01:55:55Z,0
CADD-E,KU-EECS-581-Self-Driving-Golfcart/CADD-E,https://github.com/KU-EECS-581-Self-Driving-Golfcart/CADD-E,2023-01-12T21:04:14Z,0
CarND-behavioral-cloning,phvu/CarND-behavioral-cloning,https://github.com/phvu/CarND-behavioral-cloning,2017-03-09T19:59:26Z,0
udacity_nanodegree_projects,mich-pest/udacity_nanodegree_projects,https://github.com/mich-pest/udacity_nanodegree_projects,2022-11-08T18:56:56Z,0
Behavioral-Cloning,eriksmith2/Behavioral-Cloning,https://github.com/eriksmith2/Behavioral-Cloning,2017-03-09T01:17:46Z,0
system_integration_ros,askmuhsin/system_integration_ros,https://github.com/askmuhsin/system_integration_ros,2018-06-03T05:28:23Z,0
